ses,study,score,passed,applicant
0.10702008910401617,0.6378187118839366,0.6826562329473019,0.0,1.0
0.2294681513907315,0.6126090039685249,0.5820783510165214,1.0,0.0
0.5676008590607406,0.6781220241559582,0.6310934197275557,1.0,0.0
0.596453073074236,0.38978904556127053,0.6365346643565446,0.0,1.0
0.23748518793829726,0.9356783751446871,0.8469797768486118,1.0,1.0
0.47345198069349576,0.5571107455590519,0.7420017379216673,1.0,1.0
0.48699326436132756,0.6532255849666123,0.7003766188636821,0.0,1.0
0.516849540214131,0.6052849303059583,0.6942100516924872,1.0,0.0
0.7968177084423615,0.4961011123398917,0.8212266543227775,1.0,1.0
0.5069424864140724,0.5762344610848947,0.7892439227972745,0.0,1.0
0.6242891462506326,0.7506460609571396,0.8627676785663314,1.0,1.0
0.27528052675816106,0.5074535049949191,0.47391092323349504,0.0,0.0
0.4398954662491431,0.7683959130459668,0.8332963846989757,1.0,0.0
0.3895255494580097,0.42760376528505417,0.5511972962613678,1.0,1.0
0.6951063204643518,0.8730866832209395,1.0,1.0,1.0
0.1222838752938814,0.4331724769189384,0.5374175107612313,0.0,1.0
0.22593111490888748,0.40351186010536466,0.46322893953577815,0.0,0.0
0.3611174387024195,0.6976944330561636,0.6960477806375962,1.0,0.0
0.2927532865741204,0.4996589281483277,0.854954849668595,1.0,0.0
0.6634039326542636,0.8535121803546426,0.9084882749960116,0.0,1.0
0.6415768771188968,0.45158407719911414,0.890427224119278,1.0,0.0
0.6179319117204544,0.9928909636463052,1.0,1.0,1.0
0.25322405187175756,0.26931326063887684,0.5205311443828036,0.0,0.0
0.7309339893019562,0.724390996459363,0.8093233500422221,1.0,1.0
0.3477640966774407,0.6340676524292366,0.6653419136925268,0.0,0.0
0.4232547283926432,0.1772829578793763,0.4542599288815551,0.0,0.0
0.85904084266388,0.6999140787258469,0.7622099971259539,1.0,1.0
0.5415680110142089,0.36172229142294665,0.4339133424237029,0.0,1.0
0.3577978328235337,0.36585916240026484,0.6138381845593395,0.0,1.0
0.8371408068080617,0.6627402531965508,0.9167038355468455,1.0,1.0
0.7852307487059536,0.8210347112523777,0.7872404445552478,1.0,1.0
0.3292229127541242,0.7129188347852029,0.6560518328248771,1.0,1.0
0.43197197587040825,0.537059600570234,0.6874750459236547,1.0,1.0
0.5889322989303118,0.5694731958484095,0.8631471902593115,1.0,0.0
0.5212253421462688,0.7833023180281364,0.902356886454984,1.0,1.0
0.3940980851460356,0.6575105263350361,0.7245555391543993,0.0,0.0
0.7181297528613764,0.8948033607361174,0.9496052893004973,1.0,1.0
0.6557109076191172,0.8522226226210162,0.9114064600758303,1.0,1.0
0.1833287490961515,0.3082388879100316,0.40861861417207235,0.0,0.0
0.2440839918558376,0.6915337463356087,0.806162825213063,1.0,1.0
0.3703910544348704,0.5096506608941933,0.6513146747297273,1.0,0.0
0.11424051768965215,0.12109327902599892,0.23676705235721607,0.0,0.0
0.39132520103553153,0.46845869661198286,0.5281873867920611,0.0,1.0
0.546263465361604,0.7129841859752224,0.8813228885931874,1.0,1.0
0.520944592946618,0.6703780852215204,0.8700777956843053,1.0,0.0
0.516993743623874,0.597742503962964,0.6074304817035083,0.0,1.0
0.7071679903816992,0.7173190148878308,0.8336009565706578,1.0,0.0
0.6193001413414396,0.8971787928958195,1.0,1.0,1.0
0.6546775817607047,0.9765077055083357,1.0,1.0,1.0
0.36990793420171864,0.6415211177196469,0.5303847109950716,1.0,1.0
0.6712349235884915,0.8081447161973825,0.6231461007293055,1.0,0.0
0.4734252117805924,0.9886445617507771,1.0,1.0,1.0
0.4219535347890967,0.5153700849387132,0.6439246244990827,1.0,0.0
0.8433045275299467,0.8146141604550959,0.9377367543494866,1.0,1.0
0.24752409628661268,0.24949518553689487,0.4128955679875284,0.0,1.0
0.4788229237743695,0.7817678837500041,0.7963938517524393,0.0,0.0
0.4665197757757767,0.6469443048394798,0.6440908332211418,0.0,1.0
0.31729776535306786,0.45453092319611477,0.449357432592562,1.0,1.0
0.6671283416626204,0.5983921883320463,0.7973249789049558,1.0,1.0
0.48214807432675993,0.3529968383217229,0.5127676137819651,1.0,1.0
0.12537126610991584,0.26368610211593735,0.21328068539008926,0.0,0.0
0.20052390434905693,0.4807323037571065,0.7103432763043701,0.0,0.0
0.6387471267733666,0.5134488923126168,0.8041472064418955,1.0,0.0
0.7522473753658447,0.6114832971018067,0.7514516852598,1.0,0.0
0.6262445281756547,0.7993830261459871,0.6988803089310089,1.0,1.0
0.46308283604169864,0.813557147246628,0.9731697675836769,1.0,1.0
0.786442065233969,0.8685242439684229,0.6912406310960901,0.0,1.0
0.4425264159814798,0.5282368541849505,0.5080919800154609,0.0,1.0
0.3317208445370672,0.5852772698388199,0.8647067367853931,1.0,0.0
0.5530178497236484,0.7823170896559759,0.7871733233774663,1.0,0.0
0.37319199524111396,0.6493599233985871,0.7556670100602112,1.0,0.0
0.4258479709773219,0.857326897172896,0.9239286923657375,1.0,0.0
0.34137612385067856,0.43970259767980346,0.542022717300257,1.0,0.0
0.4987892230591488,0.6621599136164456,0.8861664739495827,1.0,0.0
0.4308508917655107,0.723827995375771,0.8311677682458788,1.0,0.0
0.22705291806094924,0.29544246286724013,0.3398639084820438,0.0,1.0
0.34845178829020446,0.3671584101682981,0.328914514930921,0.0,0.0
0.11554309856497819,0.26603368452433546,0.43660025120213974,1.0,1.0
0.0909607885463809,0.5786898491609029,0.8895832172412352,1.0,1.0
0.3954384840849416,0.3740992358602195,0.380427716135361,0.0,0.0
0.7492164313601151,0.9478801539909476,0.9748445375009333,1.0,1.0
0.4786502497287848,0.8113980358655775,0.8849776165048308,1.0,1.0
0.17503312389876036,0.28033471009072536,0.4845855302549719,0.0,0.0
0.07530100792349992,0.46524440902774994,0.5330931765509145,1.0,1.0
0.5085498239314568,0.6306272474115644,0.7558974067728694,1.0,0.0
0.49285391767653,0.7028923003572736,0.8432500750649465,1.0,1.0
0.5486017726077399,0.7924210768426241,0.666632222105197,0.0,0.0
0.6567565539014617,0.5298393585733375,0.5913899672728761,1.0,0.0
0.7202887922842609,0.23427056115428246,0.4021891187792456,0.0,1.0
0.3256168349655855,0.2814774448962134,0.4293574753991755,0.0,1.0
0.5240283202721393,0.738066336078896,0.7038787160775772,0.0,0.0
0.38693885762924185,0.32306747334183417,0.5713498056515501,0.0,0.0
0.6429621360842506,0.38977295868405265,0.5745758686521338,0.0,0.0
0.09770574752130351,0.6651237528145922,0.570299284268039,1.0,0.0
0.6396243922451506,0.7833033833191962,0.8877725218689363,1.0,1.0
0.1618090192265328,0.7013895326400063,0.8689180806104209,1.0,0.0
0.3802204638530077,0.6729690875537093,0.7292196912501971,1.0,1.0
0.7888130226398548,0.6795186137413494,0.6637611780769956,0.0,1.0
0.5340632071901811,0.8084856754638231,1.0,1.0,1.0
0.68186451072778,0.6296153049400113,0.8397859492543401,1.0,1.0
0.5701148192142482,0.8159591961196325,0.8153317086041036,1.0,0.0
0.3998749306373268,0.33077593552922147,0.462008029529168,0.0,0.0
0.2271589280379926,0.3556595553557523,0.5512356744212873,0.0,1.0
0.6016823025601978,0.5545791869796342,0.813046380003107,1.0,1.0
0.4846846978007894,0.6792469481042774,0.8309063477352164,1.0,1.0
0.733280724940699,0.6512817358922828,0.7067947377348667,0.0,0.0
0.7106979656679231,0.6776958227752106,0.7077589552534427,0.0,0.0
0.20420247559878132,0.496785745995447,0.46494094956930637,0.0,0.0
0.0788695426103867,0.456819655503618,0.4793157055850688,0.0,0.0
0.11241381003668838,0.5154688321271992,0.6678791990980576,1.0,0.0
0.4115888066808351,0.8145775080889979,0.8294374040255051,1.0,0.0
0.6788907810753442,0.6218770250055455,0.631481768742924,1.0,1.0
0.5150347091440475,0.4619265197613681,0.5622095913337203,0.0,1.0
0.26244991080044505,0.2962772761997743,0.3406747325267633,0.0,0.0
0.4036465999392474,0.7844146877008586,0.7943414169574077,0.0,0.0
0.34655314598639597,0.6631021559802093,0.6929449989958791,0.0,0.0
0.4925435470750031,0.705862053861167,0.716451792939845,1.0,1.0
0.43082551758406457,0.5929609750772641,0.5834949699489814,0.0,0.0
0.750618916968953,0.892655567752874,0.8409124882658909,1.0,1.0
0.3496719640065182,0.511184445774025,0.4774289807530525,0.0,0.0
0.3567943011267437,0.3599518723276193,0.5376562789527808,0.0,0.0
0.5977646201577137,0.8273441789571677,0.9482832164010143,1.0,1.0
0.48828942091048255,0.7117399434358956,0.7790182246873107,1.0,1.0
0.7214044572752711,0.7587649712003508,0.8655752872421674,1.0,1.0
0.2791947498397143,0.6587038430317043,0.7031653008554786,1.0,1.0
0.4667958266253376,0.5986515926399777,0.36115197801968785,0.0,0.0
0.5110013917508218,0.6686687043887558,0.6073109887217447,0.0,1.0
0.41503581968558767,0.7962344941540259,0.6622933889926392,0.0,1.0
0.6329795826983384,0.5845365547549668,0.6779500286112992,1.0,0.0
0.2889784751678882,0.7800248849217981,0.7884588976241043,0.0,0.0
0.7096572706830906,0.6388847518439107,0.6495346379592293,0.0,1.0
0.43452719444633375,0.8384158072008115,0.7874890761696651,1.0,0.0
0.7001219845773439,0.8577969733940554,0.983754504723218,1.0,1.0
0.1925799298865955,0.6636931608527165,0.8748212409793914,1.0,0.0
0.09451925138233708,0.2413659732624566,0.5737364973386649,1.0,0.0
0.8427558135629887,0.775132403500785,0.859159765862701,1.0,1.0
0.37639263509110893,0.7765126351192827,0.6247323417509628,0.0,1.0
0.4480992250007423,0.6936505702146325,0.9118999936758284,1.0,1.0
0.38298849298352977,0.3998699857648508,0.46660026220290785,0.0,0.0
0.6368152733210641,0.8058465448790859,0.830546881526749,1.0,0.0
0.5281677068728831,0.759311246772324,0.8071030806539675,1.0,1.0
0.12779973992691768,0.16609901318410047,0.2662536385173838,0.0,0.0
0.49070343531257,0.7863643667600243,0.7049496937370506,1.0,1.0
0.4913400276918052,0.784850419407394,1.0,1.0,0.0
0.42561798082328556,0.45963984417440096,0.6783401262242917,0.0,0.0
0.5463410085160163,0.6715827180549876,0.597840365476083,0.0,0.0
0.35144487590470064,0.4202344439500557,0.5202295921443539,0.0,0.0
0.6570200514002376,0.7969264254742717,0.9664265422891138,1.0,0.0
0.6595995315038804,0.6745067703978144,0.813000098248091,1.0,1.0
0.4230039364889049,0.5522770401022885,0.6694958574610292,0.0,1.0
0.5763769142870568,0.4765786240973532,0.6462084719117063,0.0,1.0
0.2897934176279022,0.6054803399222386,0.6767119783197632,1.0,1.0
0.3157141020536024,0.7094661637807829,0.8152333650395323,1.0,0.0
0.3149646966847322,0.4704814608969136,0.7282845017454898,1.0,0.0
0.7527020950341051,0.6422040690442289,0.7150653679441272,1.0,1.0
0.220354017324302,0.4645103307201732,0.40689560440335704,0.0,0.0
0.4390612670852413,0.5318945685129921,0.7414791849970783,1.0,1.0
0.8876627795836424,0.6350628115205901,0.7485711024138789,1.0,1.0
0.658056895850736,0.29086909385134246,0.47681405071679106,0.0,1.0
0.44867400254846657,0.6999881002718973,0.8768209645390189,1.0,0.0
0.6705901756319668,0.801654541920023,0.8406973975890064,1.0,1.0
0.486450206064249,0.4076342926432238,0.5865926414115038,1.0,0.0
0.5642671280388666,0.7001846957426324,0.8660517979010435,1.0,1.0
0.2931575222347452,0.4048440269074938,0.6818380676664387,1.0,1.0
0.244664827993699,0.8454452528366228,0.7283563850650857,1.0,1.0
0.5866782458651268,0.7742790055433301,0.7076773451972912,1.0,1.0
0.9188530545069891,0.9243534158598005,1.0,1.0,1.0
0.3008972781858007,0.6515821243405441,0.8548818863569958,1.0,1.0
0.4897487764787042,0.7028927874311501,0.8246523952998553,1.0,1.0
0.4314680800867638,0.018548840581750548,0.361096844543342,0.0,0.0
0.12832281620153718,0.5467612820892696,0.5749576313070838,1.0,0.0
0.3886909470865664,0.37295617321993657,0.6107115514274883,1.0,0.0
0.6245976529370016,0.5632124826581866,0.6148668561170268,0.0,1.0
0.5357296963827386,0.4231971584975972,0.6366671938806981,0.0,1.0
0.45374871101232606,0.5366231962900172,0.6552528238672298,1.0,0.0
0.46743626304818003,0.8639317437700104,1.0,1.0,1.0
0.3936969624677981,0.8882178548656156,1.0,1.0,1.0
0.7441842898238589,0.7744624253031825,0.8739415817435194,1.0,0.0
0.5048722359107978,0.49775114774947704,0.6633724778911972,1.0,0.0
0.18798967645036557,0.5262084390377683,0.4137769953099246,0.0,0.0
0.6036223201235251,0.8680286519207306,0.8603945088980842,1.0,1.0
0.4300119260006979,0.6228985909332491,0.6877146562169816,1.0,1.0
0.2196962945352648,0.6155937452876774,0.6061478511876764,1.0,0.0
0.34826815115538945,0.7677839002598532,0.7490978696695283,1.0,1.0
0.18035275597031492,0.41776319802783,0.6023259932576659,0.0,0.0
0.3705987338664894,0.5955202879185532,0.6663367498646334,1.0,1.0
0.46135306645965213,0.6955579200149443,0.80251689445173,1.0,1.0
0.621787882977737,0.8561392816478369,0.8731729929622344,1.0,0.0
0.3466230539976314,0.28639598602341276,0.4085834841692808,0.0,0.0
0.3444510098151203,0.5921303742387003,0.6649015141567189,1.0,0.0
0.3859010237236936,0.9807868773789867,0.9370396232952917,1.0,1.0
0.6732209451976285,0.580641208075741,0.6593218173751064,1.0,0.0
0.340542165408217,0.5008248335267592,0.6655902291078606,1.0,1.0
0.495945121544102,0.6059028225419729,0.6195876409127395,0.0,0.0
0.35522340335069125,0.07571869206259285,0.31804448566558013,0.0,0.0
0.4190368211581108,0.24510565861517153,0.4490000878401141,0.0,0.0
0.23434547134803013,0.5557727729168878,0.5547293828288299,0.0,0.0
0.6632870824667035,0.6478333961001321,0.7252438812495645,1.0,1.0
0.3578254042256462,0.8500002854897791,0.8386311867443048,1.0,1.0
0.26059495543242234,0.5879554016626721,0.6818492279046531,0.0,0.0
0.6986083755118089,0.6453454098427565,0.8999521779980032,0.0,1.0
0.22587839651355898,0.32196398930024744,0.5616136995800078,0.0,0.0
0.32857023994860396,0.2920676648407994,0.4267783685820093,0.0,1.0
0.8089735911512327,0.6878600623849338,0.7876659472057087,1.0,1.0
0.667036521199391,0.6641664623437782,0.8290273712755967,1.0,1.0
0.3565158602956715,0.5250296507018164,0.7374707668654011,1.0,0.0
0.6681200880146898,0.8915906308429152,1.0,1.0,0.0
0.6248070121877469,0.6451323289920694,0.7618983989124972,1.0,1.0
0.7709380277393763,0.7666459528687126,0.8371482167186063,0.0,1.0
0.24133973740077863,0.6349235761480556,0.70181444331952,1.0,1.0
0.6180542862887352,0.7162997162330499,0.7649240371107265,1.0,0.0
0.2247573981376642,0.3498652779593179,0.5194539498128747,0.0,0.0
0.46583315179400714,0.949807201317302,0.9173553951283598,1.0,1.0
0.7743303422963772,0.8319601612078299,0.9373537431379588,1.0,1.0
0.6453087322454422,0.6083440769841965,0.7576373140105742,1.0,1.0
0.3884537263169264,0.5448889733960188,0.6642053694499022,1.0,1.0
0.5153456466396996,0.44097862280017985,0.8042885409190094,1.0,1.0
0.5857166565290391,0.3164538512390282,0.4170274624614636,0.0,0.0
0.32254816915938606,0.5378318201243831,0.782993674648038,1.0,1.0
0.5844179732980902,0.9267764539912766,0.9479349815844844,1.0,1.0
0.3007664041842387,0.44384999693730265,0.494403203237518,1.0,1.0
0.46950036896905634,0.7265684594925005,0.7796692551093627,1.0,1.0
0.40931620786419615,0.7620900847177986,0.7147605679220052,0.0,1.0
0.5292135325359734,0.24432274260009795,0.4427655521961758,0.0,0.0
0.5702012653012012,0.7163729901855259,0.650994635568786,1.0,0.0
0.4574558230779196,0.4170921737054501,0.6498080527635854,0.0,0.0
0.367110429379865,0.4242822482796418,0.5482773213997194,1.0,0.0
0.5370026943962631,0.8828075346686022,1.0,1.0,1.0
0.3650909809252541,0.53106459969355,0.5157537307091495,0.0,0.0
0.49837162515443617,0.8798504272992094,0.8013042376951558,1.0,1.0
0.32201181960406605,0.5512262639792049,0.5304732009124863,0.0,0.0
0.5198353171837757,0.6243232770563574,0.6450290733134193,1.0,1.0
0.6405443912459646,0.8023775625395387,0.8454888319397437,1.0,1.0
0.15482367895708182,0.3659365211575953,0.4778006279273057,0.0,1.0
0.4095376605384634,0.49855681823406806,0.49353663935801667,0.0,0.0
0.5427972247758205,0.058579900570529364,0.2086727074326773,0.0,0.0
0.5574490597706697,0.7910959161011232,0.8760241648397044,1.0,1.0
0.46576145553122195,0.6860089534446718,0.8205956559634994,1.0,0.0
0.39646041796972636,0.6807621876404399,0.8306506866387583,1.0,1.0
0.2251883314999374,0.6958483622736954,0.5818646599334631,1.0,0.0
0.45008814391811136,0.632951600974339,0.9122570649217697,1.0,1.0
0.24089557085302235,0.3405972712397943,0.6247051866990931,1.0,0.0
0.4957575381611918,0.5961108795207817,0.6030228192431502,1.0,0.0
0.6198982943614022,0.7856337906493751,0.9490625284321357,1.0,0.0
0.4612390981036317,0.43420394637309523,0.5477325592770255,0.0,1.0
0.32332045276254323,0.42474855496464026,0.5823186944564285,0.0,1.0
0.5512737620695438,0.7330716763344715,0.7651497563701716,1.0,1.0
0.6440278825635035,0.4722295308366821,0.5978547686043078,0.0,1.0
0.5352857061994213,0.5516540097779226,0.672607345729021,1.0,0.0
0.3665613018906664,0.5109242054927803,0.6331849679960687,0.0,1.0
0.42721895573784635,0.5919458672661542,0.6707854348573802,0.0,0.0
0.45488850971241596,0.5778999007116059,0.577386159081473,0.0,1.0
0.36684698825359,0.5178344523149809,0.5453124011399175,0.0,0.0
0.5477371150512612,0.9254119667666489,0.937685478905151,1.0,1.0
0.4348629347788617,0.8186875732756671,0.8108968071067049,0.0,1.0
0.7231529991684866,0.5980796871310532,0.7911804156937472,1.0,1.0
0.8263449824041758,0.85985198041548,0.8880779131784726,1.0,1.0
0.6638837519834274,0.7056373029814423,0.7218250466334003,1.0,0.0
0.579900579340245,0.7868796183007978,0.6833008253787108,0.0,1.0
0.24562836515993802,0.4221552321679791,0.48417202532026987,0.0,0.0
0.5875810218885636,0.4517934427362103,0.8487785216935506,1.0,1.0
0.661944158954461,0.3853849187895547,0.45129040246459495,0.0,0.0
0.3845289682777113,0.837943570816432,0.856774982750402,1.0,0.0
0.5813003426931538,0.7983846097704458,0.7250476079413725,1.0,1.0
0.7108824990192117,0.7020294692733846,0.9549203563934994,1.0,1.0
0.46033576309471136,0.7708087391547097,0.8737621267288451,1.0,0.0
0.519170609223485,0.6862496717592209,0.8471216492608424,1.0,1.0
0.437047119663273,0.5684835668261093,0.6341352692798125,1.0,1.0
0.2479595072640956,0.5441162819516746,0.6946378109398305,1.0,0.0
0.6591906591718883,0.905193688243539,0.897204501553293,1.0,1.0
0.37031225512844423,0.5072414225238943,0.7467104715361452,1.0,0.0
0.793763934622985,0.8402095635033036,0.990711877016636,1.0,1.0
0.7549035029752263,0.8501255040084092,0.9679527290786522,1.0,0.0
0.3797987841876604,0.5516828579600337,0.7279980435926354,1.0,0.0
0.7139018303030078,0.6900910395133742,0.7159737254386647,1.0,1.0
0.2981968185025571,0.5750942714538994,0.6428977850672969,0.0,0.0
0.7599608018723567,0.9293721248618982,1.0,1.0,1.0
0.7491994461726197,0.965929895524401,1.0,1.0,1.0
0.8602166574764099,0.9767085143592866,1.0,1.0,1.0
0.45937208448421146,0.8509988087884075,0.9002120399703163,1.0,0.0
0.5146865358712563,0.4353186753285596,0.3666846153918113,0.0,0.0
0.4657108954208826,0.36290441035361515,0.6753966171244542,1.0,1.0
0.61500152597169,0.4743561789046748,0.5821022794432341,0.0,1.0
0.6781053972767251,0.9011805635126017,1.0,1.0,1.0
0.25361438254285407,0.4935173271347733,0.7244895042655649,1.0,1.0
0.47145107335358566,0.3263557801680178,0.43349206369865706,1.0,1.0
0.785687828772023,0.9071209388246582,1.0,1.0,1.0
0.44293405871950314,0.7222367653096091,0.7861402771431578,0.0,0.0
0.5575631622440832,0.544958153159093,0.8208568300482515,1.0,0.0
0.08506216003040962,0.43566384727721924,0.5196509258554689,0.0,0.0
0.28223387203301037,0.5939289793897042,0.7397773170997421,1.0,0.0
0.393003882279047,0.5824735468131573,0.7334334762767929,1.0,0.0
0.4170458671917549,0.6022680384406621,0.6257514351502024,0.0,1.0
0.09577830058739845,0.4709879974246561,0.6252781284877807,0.0,1.0
0.1550923584951368,0.41319442351703384,0.6389244970473066,1.0,1.0
0.18177235545200932,0.9111810708868923,0.9010417215182547,1.0,1.0
0.5704333905943786,0.738409776734875,0.9833876001467141,1.0,1.0
0.7499212156148958,0.7978953778953407,0.93860412466445,1.0,1.0
0.29811698585443036,0.6404376337251079,0.7164394922765551,1.0,0.0
0.18099871751865731,0.2784893238925771,0.31266661618983577,0.0,0.0
0.4370872215659118,0.4696270972931139,0.3991072815483816,0.0,0.0
0.3764816122834675,0.37939923256335273,0.5699395062896759,0.0,1.0
0.5496292447588925,0.6716401459545058,0.7424885908716667,1.0,1.0
0.4126416200168556,0.47544061583214037,0.8014517229155284,1.0,0.0
0.6215185659090832,0.5110597694031729,0.6907278985019394,0.0,0.0
0.765634228477537,0.7278776686919075,0.9489913661015192,1.0,0.0
0.524404626298405,0.5356033117499872,0.7065608905706363,1.0,1.0
0.314265910974181,0.5774501687124535,0.79131113629563,1.0,0.0
0.4841193540478716,0.49001074671451883,0.59943769127211,0.0,0.0
0.49336338323535156,0.8046609137424949,0.9078545215736522,1.0,1.0
0.3540700869764212,0.7635513274460106,0.8005468385695249,1.0,1.0
0.4584041735187148,0.6901959976590849,0.6138263002667905,0.0,0.0
0.6940694702126862,0.6550903153378973,0.7212529348924664,1.0,1.0
0.5649525866732902,0.6122144733248759,0.7179631364343411,0.0,0.0
0.5341841418548663,0.46883165724069326,0.6059486346625808,0.0,0.0
0.20113832955315938,0.44779215855489174,0.460268003719246,0.0,0.0
0.3418377099731058,0.7591624789744613,0.9277499890929055,1.0,0.0
0.24265328890308008,0.9429181857263437,0.907525361535788,1.0,1.0
0.2772403010652785,0.6361103431454911,0.5302029873840286,0.0,1.0
0.49628414418525235,0.9578124989583213,1.0,1.0,1.0
0.43344660692137704,0.7347676299953244,0.9197030204522929,1.0,1.0
0.39281244707414664,0.6181297637060428,0.4077481214287598,0.0,1.0
0.0443963746596413,0.779340623707751,0.7653179056523639,1.0,0.0
0.5656945616431593,0.43255907046195086,0.570597626778395,1.0,0.0
0.489189980735492,0.3581631667341252,0.39726205381716084,0.0,0.0
0.3162192272374882,0.5931657228585486,0.7058089689343046,1.0,0.0
0.18432368897655793,0.42576441049298264,0.6187640665065938,0.0,1.0
0.39332051885830926,0.705312773582527,0.8052509510670127,1.0,0.0
0.7397438228230823,0.9090679833173978,0.8360387857947397,0.0,1.0
0.2676611278690672,0.39116710472757643,0.3953868101353803,0.0,0.0
0.42782002080419596,0.3169696838859787,0.6244022430229262,0.0,0.0
0.6091454812550888,0.8050680600964008,1.0,1.0,1.0
0.5084898940862078,0.23398987959341078,0.46722020934688924,0.0,0.0
0.48118649854104334,0.4970220380747943,0.6720141540220129,0.0,1.0
0.47571218147890915,0.3799756659124577,0.4878398111393013,1.0,1.0
0.06022925622283409,0.4138148947472789,0.4267047250009341,0.0,1.0
0.5725825001757765,0.7693977987894404,0.7626304481509638,1.0,1.0
0.2739513103166932,0.33497229908820364,0.362570704167121,0.0,0.0
0.3180494770045259,0.7580601558710279,0.9195706017067197,1.0,1.0
0.6089161391079849,0.679912333508113,0.7503718095580514,1.0,1.0
0.06621105717223569,0.6485178438834591,0.6355808632601102,1.0,1.0
0.6199156020568667,0.6942965146169524,0.7233987415427962,1.0,0.0
0.3642261089831137,0.5001295307275365,0.8081614236855481,0.0,0.0
0.6061013792406347,0.7486696747106834,0.8290668374357069,1.0,0.0
0.567892812300054,0.4633738744568605,0.8644421674736333,1.0,0.0
0.3874486915799195,0.5222038799560088,0.7185856941953266,0.0,0.0
0.4211709527654245,0.8339404642911256,0.7493440725755214,1.0,1.0
0.737438459507329,0.8136313303554099,0.9829672105698484,1.0,1.0
0.894241498847919,0.9323239849036978,1.0,1.0,1.0
0.4237932650527829,0.8266186710529584,0.7511426655738099,1.0,1.0
0.45493122479192777,0.8395752200023133,0.8350949544638547,1.0,1.0
0.46784871229336294,0.6757661848532388,0.6019004898618611,0.0,0.0
0.7085764160116224,0.5683639296909726,0.694793611981257,1.0,1.0
0.34140746511535924,0.7106922662552894,0.6211380709486604,1.0,0.0
0.5655782901796989,0.2324356725825126,0.4451048355083725,0.0,0.0
0.35661244433761363,0.731555567659482,0.9043864615398451,1.0,0.0
0.45791142215280356,0.552009465203485,0.6366701013256603,1.0,0.0
0.5887284836837959,0.4925274211336881,0.6584074380428929,0.0,0.0
0.8561842802236663,0.9888649950011985,1.0,1.0,1.0
0.059888382684148755,0.40429169774246304,0.3853540964178643,0.0,0.0
0.44194438238409706,0.8449934298130712,0.6721533194968661,1.0,1.0
